gene	Sample_ID	compendium_version	drugs	rollup_cohort	Pathway_support_for_outlier
SFTPA2	TH34_1150_S02	v8		pandisease	NABA_ECM_AFFILIATED(5/171),PID_HNF3A_PATHWAY(3/44)
SFTPB	TH34_1150_S02	v8		pancancer	NA
SFTPB	TH34_1150_S02	v8		pandisease	NABA_ECM_AFFILIATED(5/171)
SFTPC	TH34_1150_S02	v8		pancancer	NA
SFTPC	TH34_1150_S02	v8		pandisease	NABA_ECM_AFFILIATED(5/171)
SHANK1	TH34_1150_S02	v8		pancancer	NA
SIAH3	TH34_1150_S02	v8		pancancer	NA
SIM2	TH34_1150_S02	v8		pancancer	NA
SLC38A4	TH34_1150_S02	v8		pancancer	NA
SLC6A15	TH34_1150_S02	v8		pancancer	NA
SLC6A15	TH34_1150_S02	v8		pandisease	NA
SNHG1	TH34_1150_S02	v8		pancancer	NA
SNRPGP4	TH34_1150_S02	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
SNRPGP4	TH34_1150_S02	v8		pandisease	NO_PATHWAY_SUPPORT_RESULTS
SOX6	TH34_1150_S02	v8		pancancer	NA
SRSF1	TH34_1150_S02	v8		pancancer	KEGG_SPLICEOSOME(8/128),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(8/140),REACTOME_MRNA_PROCESSING(8/161),REACTOME_MRNA_SPLICING(7/111),REACTOME_MRNA_3_END_PROCESSING(4/35),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(4/44)
SRSF11	TH34_1150_S02	v8		pancancer	REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(8/140),REACTOME_MRNA_PROCESSING(8/161),REACTOME_MRNA_SPLICING(7/111),REACTOME_MRNA_3_END_PROCESSING(4/35),REACTOME_CLEAVAGE_OF_GROWING_TRANSCRIPT_IN_THE_TERMINATION_REGION_(4/44)
SSH1	TH34_1150_S02	v8		pancancer	NA
ST3GAL3	TH34_1150_S02	v8		pancancer	NA
STAG3L1	TH34_1150_S02	v8		pancancer	NA
STAG3L1	TH34_1150_S02	v8		pandisease	NA
STAG3L2	TH34_1150_S02	v8		pancancer	NA
STAG3L2	TH34_1150_S02	v8		pandisease	NA
STAG3L3	TH34_1150_S02	v8		pancancer	NA
STAG3L3	TH34_1150_S02	v8		pandisease	NA
STARD13	TH34_1150_S02	v8		pancancer	NA
STEAP2	TH34_1150_S02	v8		pancancer	NA
STMN4	TH34_1150_S02	v8		pancancer	NA
STON1	TH34_1150_S02	v8		pancancer	NA
STON1	TH34_1150_S02	v8		pandisease	NA
STRADA	TH34_1150_S02	v8		pancancer	NA
STRBP	TH34_1150_S02	v8		pancancer	NA
STX16	TH34_1150_S02	v8		pancancer	NA
SUN1	TH34_1150_S02	v8		pancancer	NA
SVIL-AS1	TH34_1150_S02	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
SYT4	TH34_1150_S02	v8		pancancer	NA
TBC1D4	TH34_1150_S02	v8		pancancer	NA
TBKBP1	TH34_1150_S02	v8		pancancer	NA
TBKBP1	TH34_1150_S02	v8		pandisease	NA
TCERG1	TH34_1150_S02	v8		pancancer	KEGG_SPLICEOSOME(8/128)
TCERG1L	TH34_1150_S02	v8		pancancer	NA
TCTEX1D1	TH34_1150_S02	v8		pancancer	NA
TCTEX1D1	TH34_1150_S02	v8		pandisease	NA
TDRD3	TH34_1150_S02	v8		pancancer	NA
THOC1	TH34_1150_S02	v8		pancancer	KEGG_SPLICEOSOME(8/128)
TIA1	TH34_1150_S02	v8		pancancer	NA
TMEM161B-AS1	TH34_1150_S02	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
TMEM229A	TH34_1150_S02	v8		pancancer	NA
TMEM38A	TH34_1150_S02	v8		pancancer	NA
TMEM47	TH34_1150_S02	v8		pancancer	NA
TMEM59L	TH34_1150_S02	v8		pancancer	NA
TNRC6A	TH34_1150_S02	v8		pancancer	NA
TNRC6A	TH34_1150_S02	v8		pandisease	NA
TOX2	TH34_1150_S02	v8		pancancer	NA
TRIM52	TH34_1150_S02	v8		pancancer	NA
TRIM69	TH34_1150_S02	v8		pancancer	NA
TRPM4	TH34_1150_S02	v8		pancancer	NA
TSPYL2	TH34_1150_S02	v8		pancancer	NA
TTC14	TH34_1150_S02	v8		pancancer	NA
TTC21B	TH34_1150_S02	v8		pancancer	NA
TTC21B	TH34_1150_S02	v8		pandisease	NA
TTLL3	TH34_1150_S02	v8		pancancer	NA
TTN-AS1	TH34_1150_S02	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
UBE2G2	TH34_1150_S02	v8		pancancer	NA
USPL1	TH34_1150_S02	v8		pancancer	NA
USPL1	TH34_1150_S02	v8		pandisease	NA
VAMP1	TH34_1150_S02	v8		pancancer	NA
VAX1	TH34_1150_S02	v8		pancancer	NA
WASF1	TH34_1150_S02	v8		pancancer	NA
WBSCR17	TH34_1150_S02	v8		pancancer	NA
WDR70	TH34_1150_S02	v8		pancancer	NA
WDR73	TH34_1150_S02	v8		pancancer	NA
WSB1	TH34_1150_S02	v8		pancancer	NA
WSB1	TH34_1150_S02	v8		pandisease	NA
XAGE1A	TH34_1150_S02	v8		pancancer	NA
XAGE1B	TH34_1150_S02	v8		pancancer	NA
ZBED5	TH34_1150_S02	v8		pancancer	NA
ZBED5	TH34_1150_S02	v8		pandisease	NA
ZBTB1	TH34_1150_S02	v8		pancancer	NA
ZBTB43	TH34_1150_S02	v8		pancancer	NA
ZBTB43	TH34_1150_S02	v8		pandisease	NA
ZC3H13	TH34_1150_S02	v8		pancancer	NA
ZDHHC17	TH34_1150_S02	v8		pancancer	NA
ZDHHC21	TH34_1150_S02	v8		pancancer	NA
ZDHHC3	TH34_1150_S02	v8		pancancer	NA
ZFAS1	TH34_1150_S02	v8		pancancer	NO_PATHWAY_SUPPORT_RESULTS
ZFC3H1	TH34_1150_S02	v8		pancancer	NA
ZFP62	TH34_1150_S02	v8		pancancer	NA
ZNF276	TH34_1150_S02	v8		pancancer	NA
ZNF300P1	TH34_1150_S02	v8		pancancer	NA
ZNF300P1	TH34_1150_S02	v8		pandisease	NA
ZNF397	TH34_1150_S02	v8		pancancer	NA
ZNF514	TH34_1150_S02	v8		pancancer	NA
ZNF558	TH34_1150_S02	v8		pancancer	NA
ZNF581	TH34_1150_S02	v8		pancancer	NA
ZNF704	TH34_1150_S02	v8		pancancer	NA
ZNF83	TH34_1150_S02	v8		pancancer	NA
ZNF84	TH34_1150_S02	v8		pancancer	NA
ZRANB2	TH34_1150_S02	v8		pancancer	NA
ABHD6	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ACACB	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ACTN2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ADAMTS10	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ADGRG2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ALG9	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
AP4B1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ARHGAP17	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ARTN	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ASGR1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ATG16L2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ATG16L2	TH34_1162_S01	v7		pandisease	NA
C1orf61	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CCDC171	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CCK	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CDH23	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CDH24	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CDH24	TH34_1162_S01	v7		pandisease	NA
CEACAM21	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CEACAM21	TH34_1162_S01	v7		pandisease	NA
CHKB	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CLEC11A	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
COG7	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CSAD	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CTC-575D19.1	TH34_1162_S01	v7		pandisease	NO_PATHWAY_SUPPORT_RESULTS
CYP26B1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
CYP4F22	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DAPK1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DCHS2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DLG2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DUOX2	TH34_1162_S01	v7		pandisease	NA
DUOXA2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
DUOXA2	TH34_1162_S01	v7		pandisease	NA
EGFLAM	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FAM118A	TH34_1162_S01	v7		pandisease	NA
FAM156B	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FAM65C	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FCGRT	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FEZF1-AS1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FLRT2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FREM1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
FTL	TH34_1162_S01	v7		pandisease	REACTOME_TRANS_GOLGI_NETWORK_VESICLE_BUDDING(4/60),REACTOME_IRON_UPTAKE_AND_TRANSPORT(3/36),REACTOME_MEMBRANE_TRAFFICKING(4/129),REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS(3/53),REACTOME_TRANSMEMBRANE_TRANSPORT_OF_SMALL_MOLECULES(6/413)
GLCE	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
GLG1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
GP1BB	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
GRP	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
GYG2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
HAP1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
HMCN1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
HMOX1	TH34_1162_S01	v7	SUNITINIB,SORAFENIB	pancancer	NO_OVERLAPS_FOUND
HOXD10	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
HOXD11	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
HOXD9	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
IL24	TH34_1162_S01	v7		pandisease	NABA_MATRISOME(11/1028),NABA_MATRISOME_ASSOCIATED(9/753)
ITM2A	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
JAK1	TH34_1162_S01	v7	RUXOLITINIB,Ruxolitinib,PEMBROLIZUMAB,ENZASTAURIN,INCB18424,AZD1480	pancancer	NO_OVERLAPS_FOUND
KCNE3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
KDSR	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
KIAA1456	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
KMO	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
LGMN	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
LGMN	TH34_1162_S01	v7		pandisease	KEGG_LYSOSOME(21/121),REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION(8/91),HALLMARK_COMPLEMENT(9/200),REACTOME_IMMUNE_SYSTEM(15/933),REACTOME_ADAPTIVE_IMMUNE_SYSTEM(12/539),KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION(5/89),REACTOME_METABOLISM_OF_LIPIDS_AND_LIPOPROTEINS(9/478),HALLMARK_COAGULATION(5/138),REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR(2/14),REACTOME_INNATE_IMMUNE_SYSTEM(5/279)
LIPI	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
LL21NC02-1C16.2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
LONRF1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
LOXHD1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
MIER2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
MIER2	TH34_1162_S01	v7		pandisease	NA
MXD3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NAIP	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NKX2-2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NPW	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NPY	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NR0B1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NRD1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
NRD1	TH34_1162_S01	v7		pandisease	NA
ODF2L	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ODF2L	TH34_1162_S01	v7		pandisease	NA
PADI2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PAX7	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PHKA2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PPP1R1A	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PRKCB	TH34_1162_S01	v7	SOPHORETIN,ENZASTAURIN	pancancer	NO_OVERLAPS_FOUND
PRND	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PRRT4	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
PRSS35	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RASAL3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RBM11	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RCN3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RP11-343H5.4	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RP11-734K23.9	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
RP4-765C7.2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SCG2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SCNN1G	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SDCCAG3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SHANK1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SIGLEC1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SIGLEC1	TH34_1162_S01	v7		pandisease	NA
SIM2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SLC17A8	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SLC38A4	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SNX18	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
SRSF6	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
STAB1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
STAB1	TH34_1162_S01	v7		pandisease	HALLMARK_INFLAMMATORY_RESPONSE(7/200),HALLMARK_ALLOGRAFT_REJECTION(5/200)
SYNPR	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TAF6L	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TIAL1	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TMEM100	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TMEM91	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TNFAIP6	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TOX2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
TRAV1-2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
UGT3A2	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
WBSCR17	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
XAGE1A	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
XAGE1B	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
XG	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ZDHHC3	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
ZNF276	TH34_1162_S01	v7		pancancer	NO_OVERLAPS_FOUND
AC005062.2	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
AC005062.2	TH34_1163_S01	v7		pandisease	NO_PATHWAY_SUPPORT_RESULTS
AC132217.4	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
ACTA1	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),BIOCARTA_NO1_PATHWAY(3/33),HALLMARK_APICAL_JUNCTION(5/200),BIOCARTA_AGR_PATHWAY(3/36),BIOCARTA_UCALPAIN_PATHWAY(2/18)
ACTC1	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM(4/85),KEGG_DILATED_CARDIOMYOPATHY(4/92),HALLMARK_APICAL_JUNCTION(5/200),KEGG_CARDIAC_MUSCLE_CONTRACTION(3/80)
ACTN2	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),REACTOME_STRIATED_MUSCLE_CONTRACTION(9/27),REACTOME_MUSCLE_CONTRACTION(9/48),HALLMARK_APICAL_JUNCTION(5/200),KEGG_TIGHT_JUNCTION(4/134),REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL(4/137),REACTOME_UNBLOCKING_OF_NMDA_RECEPTOR_GLUTAMATE_BINDING_AND_ACTIVATION(2/15),REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII(2/15),REACTOME_RAS_ACTIVATION_UOPN_CA2_INFUX_THROUGH_NMDA_RECEPTOR(2/17),BIOCARTA_UCALPAIN_PATHWAY(2/18),REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES(4/186),REACTOME_CREB_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_RAS(2/27)
ADH1C	TH34_1163_S01	v7		pancancer	NA
ADH1C	TH34_1163_S01	v7		pandisease	HALLMARK_XENOBIOTIC_METABOLISM(4/200)
ANKRD10	TH34_1163_S01	v7		pancancer	NA
AP001065.15	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
AP001065.15	TH34_1163_S01	v7		pandisease	NO_PATHWAY_SUPPORT_RESULTS
ARGLU1	TH34_1163_S01	v7		pancancer	NA
CAPN6	TH34_1163_S01	v7		pancancer	NA
CASQ2	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200)
CDC16	TH34_1163_S01	v7		pancancer	REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B(2/26),REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A(2/28)
CDC16	TH34_1163_S01	v7		pandisease	NA
CDH15	TH34_1163_S01	v7		pancancer	REACTOME_MYOGENESIS(3/28),HALLMARK_APICAL_JUNCTION(5/200),REACTOME_DEVELOPMENTAL_BIOLOGY(5/396)
CDK8	TH34_1163_S01	v7		pancancer	HALLMARK_APICAL_JUNCTION(5/200),REACTOME_SIGNALING_BY_NOTCH1(3/70),REACTOME_DEVELOPMENTAL_BIOLOGY(5/396),REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION(2/27),REACTOME_SIGNALING_BY_NOTCH(3/103)
CDON	TH34_1163_S01	v7		pancancer	REACTOME_MYOGENESIS(3/28),REACTOME_DEVELOPMENTAL_BIOLOGY(5/396)
CENPJ	TH34_1163_S01	v7		pancancer	NA
CHRNA1	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),BIOCARTA_NO1_PATHWAY(3/33),BIOCARTA_AGR_PATHWAY(3/36),REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL(4/137),REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS(2/12),REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS(2/16),REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES(4/186)
CHRND	TH34_1163_S01	v7		pancancer	REACTOME_NEUROTRANSMITTER_RECEPTOR_BINDING_AND_DOWNSTREAM_TRANSMISSION_IN_THE_POSTSYNAPTIC_CELL(4/137),REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS(2/12),REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS(2/16),REACTOME_TRANSMISSION_ACROSS_CHEMICAL_SYNAPSES(4/186)
COL26A1	TH34_1163_S01	v7		pancancer	NA
CRABP1	TH34_1163_S01	v7		pancancer	NA
CSAG1	TH34_1163_S01	v7		pancancer	NA
CSAG1	TH34_1163_S01	v7		pandisease	NA
CSAG2	TH34_1163_S01	v7		pancancer	NA
CSAG3	TH34_1163_S01	v7		pancancer	NA
CSTF3	TH34_1163_S01	v7		pancancer	REACTOME_MRNA_SPLICING(4/111),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(4/140),REACTOME_MRNA_PROCESSING(4/161),REACTOME_RNA_POL_II_TRANSCRIPTION(3/105)
CTD-2545M3.8	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
CUL4A	TH34_1163_S01	v7		pancancer	NA
CUL4A	TH34_1163_S01	v7		pandisease	NA
DLK1	TH34_1163_S01	v7		pancancer	REACTOME_SIGNALING_BY_NOTCH1(3/70),REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS(2/27),REACTOME_SIGNALING_BY_NOTCH(3/103)
DNM3OS	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
DSCR8	TH34_1163_S01	v7		pancancer	NA
EMILIN3	TH34_1163_S01	v7		pancancer	NA
ENO3	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200)
EXOSC8	TH34_1163_S01	v7		pancancer	REACTOME_METABOLISM_OF_MRNA(6/284),REACTOME_METABOLISM_OF_RNA(6/330)
FABP7	TH34_1163_S01	v7		pancancer	NA
FABP7	TH34_1163_S01	v7		pandisease	NA
FAR2P1	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
FBN2	TH34_1163_S01	v7		pancancer	NA
FMO1	TH34_1163_S01	v7		pancancer	NA
FMO1	TH34_1163_S01	v7		pandisease	HALLMARK_XENOBIOTIC_METABOLISM(4/200)
FNDC5	TH34_1163_S01	v7		pancancer	NA
GAS2	TH34_1163_S01	v7		pancancer	NA
GPALPP1	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
GTF2F2	TH34_1163_S01	v7		pancancer	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION(7/169),REACTOME_INFLUENZA_LIFE_CYCLE(7/203),REACTOME_MRNA_SPLICING(4/111),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(4/140),REACTOME_MRNA_PROCESSING(4/161),REACTOME_RNA_POL_II_TRANSCRIPTION(3/105)
GTF2F2	TH34_1163_S01	v7		pandisease	NA
GTSF1	TH34_1163_S01	v7		pancancer	NA
GTSF1	TH34_1163_S01	v7		pandisease	NA
HNRNPA1	TH34_1163_S01	v7		pancancer	REACTOME_MRNA_SPLICING(4/111),REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA(4/140),REACTOME_MRNA_PROCESSING(4/161)
IGF2	TH34_1163_S01	v7	CABAZITAXEL,DOCETAXEL,OSI-906 (LINSITINIB)	pancancer	NA
IGF2-AS	TH34_1163_S01	v7		pancancer	NA
IL17B	TH34_1163_S01	v7		pancancer	NA
ING1	TH34_1163_S01	v7		pancancer	NA
ING1	TH34_1163_S01	v7		pandisease	NA
IPO5	TH34_1163_S01	v7		pancancer	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION(7/169),REACTOME_INFLUENZA_LIFE_CYCLE(7/203)
JPX_1	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
JPX_1	TH34_1163_S01	v7		pandisease	NO_PATHWAY_SUPPORT_RESULTS
KIAA1429	TH34_1163_S01	v7		pancancer	NA
KLHL41	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
LONRF1	TH34_1163_S01	v7		pancancer	NA
LONRF1	TH34_1163_S01	v7		pandisease	NA
MED4	TH34_1163_S01	v7		pancancer	REACTOME_DEVELOPMENTAL_BIOLOGY(5/396)
MED4	TH34_1163_S01	v7		pandisease	NA
MEOX2	TH34_1163_S01	v7		pancancer	NA
MIR503HG	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
MRLN	TH34_1163_S01	v7		pancancer	NO_PATHWAY_SUPPORT_RESULTS
MRPS31	TH34_1163_S01	v7		pancancer	NA
MRPS31	TH34_1163_S01	v7		pandisease	NA
MYBPH	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200)
MYH3	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),REACTOME_STRIATED_MUSCLE_CONTRACTION(9/27),REACTOME_MUSCLE_CONTRACTION(9/48),KEGG_TIGHT_JUNCTION(4/134),KEGG_VIRAL_MYOCARDITIS(3/73)
MYH7B	TH34_1163_S01	v7		pancancer	KEGG_TIGHT_JUNCTION(4/134),KEGG_VIRAL_MYOCARDITIS(3/73)
MYL4	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),REACTOME_STRIATED_MUSCLE_CONTRACTION(9/27),REACTOME_MUSCLE_CONTRACTION(9/48)
MYLPF	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),KEGG_TIGHT_JUNCTION(4/134)
MYOG	TH34_1163_S01	v7		pancancer	HALLMARK_MYOGENESIS(18/200),REACTOME_MYOGENESIS(3/28),REACTOME_DEVELOPMENTAL_BIOLOGY(5/396)
